Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,TeamID,total_games,wins,win_percentage,avg_points_diff,avg_points_scored,avg_points_allowed,median_points_diff,close_game_winrate,blowout_rate,overtime_rate,longest_win_streak,offensive_eff,defensive_eff,net_rating,possessions,tempo,eff_field_goal_percentage,true_shooting_percentage,three_points_attempt_rate,block_rate,steal_rate,assist_rate,free_throws_rate,turnover_percentage,offensive_rebound_percentage,def_reb_perc,foul_rate,home_win_pct,away_win_pct,neutral_win_pct,home_point_diff,away_point_diff,neutral_point_diff,home_away_win_pct_delta,home_away_point_diff_delta,win_pct_last5,win_pct_last10,point_diff_last5,point_diff_last10,off_rating_last5,off_rating_last10,def_rating_last5,def_rating_last10,eFG_last5,eFG_last10,topct_last5,topct_last10,rebound_pct_last5,rebound_pct_last10,trend_last5,trend_last10,close_games,close_game_wins,total_pts,total_pa,total_poss,total_opp_poss,total_fgm,total_fga,total_fgm3,total_fga3,total_fta,total_ast,total_to,total_or,total_dr,total_blk,total_stl,total_pf,total_opp_fga,total_opp_dr,total_opp_or,home_games,away_games,neutral_games,home_wins,away_wins,neutral_wins,net_rating_last5,net_rating_last10,recent_elo,recent_elo_mov,neutral_point_diff_smothered,neutral_win_pct_smothered,Seed,TeamID_l,total_games_l,wins_l,win_percentage_l,avg_points_diff_l,avg_points_scored_l,avg_points_allowed_l,median_points_diff_l,close_game_winrate_l,blowout_rate_l,overtime_rate_l,longest_win_streak_l,offensive_eff_l,defensive_eff_l,net_rating_l,possessions_l,tempo_l,eff_field_goal_percentage_l,true_shooting_percentage_l,three_points_attempt_rate_l,block_rate_l,steal_rate_l,assist_rate_l,free_throws_rate_l,turnover_percentage_l,offensive_rebound_percentage_l,def_reb_perc_l,foul_rate_l,home_win_pct_l,away_win_pct_l,neutral_win_pct_l,home_point_diff_l,away_point_diff_l,neutral_point_diff_l,home_away_win_pct_delta_l,home_away_point_diff_delta_l,win_pct_last5_l,win_pct_last10_l,point_diff_last5_l,point_diff_last10_l,off_rating_last5_l,off_rating_last10_l,def_rating_last5_l,def_rating_last10_l,eFG_last5_l,eFG_last10_l,topct_last5_l,topct_last10_l,rebound_pct_last5_l,rebound_pct_last10_l,trend_last5_l,trend_last10_l,close_games_l,close_game_wins_l,total_pts_l,total_pa_l,total_poss_l,total_opp_poss_l,total_fgm_l,total_fga_l,total_fgm3_l,total_fga3_l,total_fta_l,total_ast_l,total_to_l,total_or_l,total_dr_l,total_blk_l,total_stl_l,total_pf_l,total_opp_fga_l,total_opp_dr_l,total_opp_or_l,home_games_l,away_games_l,neutral_games_l,home_wins_l,away_wins_l,neutral_wins_l,net_rating_last5_l,net_rating_last10_l,recent_elo_l,recent_elo_mov_l,neutral_point_diff_smothered_l,neutral_win_pct_smothered_l,Seed_l
2003,134,1421,92,1411,84,N,1,32,69,11,29,17,26,14,30,17,12,5,3,22,29,67,12,31,14,31,17,28,16,15,5,0,22,1421,29,13,0.4482758620689655,-7.241379310344827,71.20689655172414,78.44827586206897,-3.0,0.7,0.2413793103448276,0.1379310344827586,5,1.0182044100824426,1.1208221661674287,-0.1026177560849861,69.93379310344827,69.93379310344827,0.4863387978142076,0.5394236395552955,0.3169398907103825,0.04920814479638,0.1009971622260759,0.5346534653465347,0.368548876745598,0.2317462821979409,0.349705304518664,0.6280373831775701,0.27293867255242,0.8333333333333334,0.125,1.0,3.4166666666666665,-15.75,1.0,0.7083333333333334,19.166666666666668,0.6,0.5,-0.4,0.2,1.0329880657509571,1.0797491039426523,1.034424758914555,1.0781147197798913,0.4726027397260274,0.5129151291512916,0.2392479171357802,0.2240143369175627,0.5185185185185185,0.4907801418439716,0.1011810629213882,0.1042521402477472,10,7,2065,2275,2028.08,2029.76,707,1647,188,522,607,378,470,356,672,87,205,554,1768,662,398,12,16,1,10,2,1,-0.0014366931635978,0.001634384162761,1496.986908369331,1449.7367210580785,-9.27777777777778,-9.27777777777778,X16b,1411,30,18,0.6,1.9666666666666663,72.8,70.83333333333333,2.5,0.6428571428571429,0.2,0.0333333333333333,8,1.0447361371551032,0.9970534139108892,0.047682723244214,69.68266666666666,69.68266666666666,0.5012062726176115,0.5383341221012778,0.3347406513872135,0.0369757174392936,0.090555910063436,0.5741239892183289,0.5078407720144753,0.218610079981631,0.3654024051803885,0.6751361161524501,0.2575916819939191,0.7857142857142857,0.3333333333333333,0.75,6.857142857142857,-4.583333333333333,4.5,0.4523809523809524,11.44047619047619,1.0,0.5,7.2,0.5,1.0909935004642526,1.0455764075067022,0.9469696969696968,0.9905633562617246,0.5549019607843138,0.5056497175141242,0.2379294336118848,0.2174560619600833,0.5361111111111111,0.5330459770114943,0.0963410802503416,0.0073303280007634,14,9,2184,2125,2090.48,2131.28,742,1658,178,555,842,426,457,395,744,67,193,549,1812,686,358,14,12,4,11,4,3,0.1440238034945556,0.0550130512449775,1523.2493865831452,1483.3644228837934,5.763227513227514,2.013227513227513,X16a
2003,136,1112,80,1436,51,N,0,31,66,7,23,11,14,11,36,22,16,10,7,8,20,64,4,16,7,7,8,26,12,17,10,3,15,1112,28,25,0.8928571428571429,14.964285714285714,85.21428571428571,70.25,13.0,0.6,0.4285714285714285,0.0714285714285714,10,1.1165184838558728,0.9216395531898944,0.1948789306659784,76.32142857142857,76.32142857142857,0.5149456521739131,0.5554003724394786,0.3054347826086956,0.0651573716178906,0.111046555214034,0.5818610129564193,0.3804347826086957,0.1937295273748245,0.3946146703806871,0.6783523225241017,0.2328697803433541,0.9333333333333332,0.9166666666666666,0.0,18.8,12.0,-7.0,0.0166666666666667,6.800000000000001,0.8,0.9,5.8,12.8,1.0951054942701082,1.1176101942761647,1.0227150392937885,0.9644939056703762,0.4792899408284023,0.5113981762917933,0.144586055478205,0.1775642364737831,0.4975124378109453,0.5163316582914573,-0.1224884756896584,-0.0417626420601898,5,3,2386,1967,2137.0,2134.24,849,1840,197,562,700,494,414,425,774,118,237,497,1811,652,367,15,12,1,14,11,0,0.0723904549763199,0.1531162886057885,1659.864298972281,1808.065611381334,18.666666666666668,25.666666666666668,Z01,1436,29,19,0.6551724137931034,4.655172413793103,67.79310344827586,63.13793103448276,6.0,0.4285714285714285,0.3448275862068966,0.0344827586206896,4,1.033931463912321,0.9651675206106228,0.0687639433016982,65.56827586206897,65.56827586206897,0.4916666666666666,0.5258146650405461,0.2771604938271605,0.0538509705698184,0.1048980538511818,0.5722222222222222,0.35,0.2145697035993015,0.3722772277227723,0.728515625,0.243005039323592,0.9,0.5,0.6,12.5,-1.7142857142857142,6.8,0.4,14.214285714285714,0.8,0.8,8.4,7.5,1.0768635542945575,1.0831363026391465,0.944006207164102,0.966346153846154,0.5384615384615384,0.5289719626168224,0.216017539334537,0.2124736404882101,0.563076923076923,0.5699404761904762,0.0640934038287576,0.0480262054912942,7,3,1966,1831,1901.48,1897.08,720,1620,153,449,567,412,408,376,746,86,199,461,1597,634,278,10,14,5,9,7,3,0.1328573471304558,0.1167901487929924,1580.0830668114284,1620.7884331678465,12.192857142857145,5.992857142857143,Z16
2003,136,1113,84,1272,71,N,0,31,59,6,14,16,22,10,27,18,9,7,4,19,25,69,7,28,14,21,20,22,11,12,2,5,18,1113,29,18,0.6206896551724138,6.793103448275862,75.96551724137932,69.17241379310344,5.0,0.5,0.4482758620689655,0.0689655172413793,5,1.1051469850506672,0.9996013553916684,0.1055456296589988,68.73793103448276,68.73793103448276,0.5133333333333333,0.5550796210441443,0.2212121212121212,0.0762081784386617,0.0752441698226031,0.5716096324461344,0.4606060606060606,0.2036721179893648,0.3997985901309164,0.6793969849246231,0.2805461431134144,0.8,0.4,0.5,13.4,-0.7,0.75,0.4,14.1,0.4,0.6,0.8,6.5,1.1119847242502527,1.159562535053281,1.1140161418665455,1.0757242080298155,0.5183333333333333,0.5346534653465347,0.1797147029091317,0.182277061132922,0.5386996904024768,0.54375,-0.1075770472752916,-0.0217073026355333,8,4,2203,2006,1993.4,2006.8,789,1650,116,365,760,451,406,397,676,123,151,563,1614,596,319,15,10,4,12,4,2,-0.0020314176162927,0.0838383270234655,1542.4770489776474,1621.333924432695,7.805555555555556,7.555555555555556,Z10,1272,29,23,0.7931034482758621,8.689655172413794,74.51724137931035,65.82758620689656,7.0,0.5,0.4137931034482758,0.0344827586206896,12,1.0676033515137142,0.9443762862118094,0.1232270653019048,69.79862068965518,69.79862068965518,0.4962643678160919,0.5317002598220613,0.3344827586206896,0.0876042908224076,0.1058651258508785,0.6325459317585301,0.3816091954022989,0.1976128369298869,0.3736263736263736,0.6777677767776777,0.2691150862751306,0.875,0.6363636363636364,1.0,13.5,2.090909090909091,6.5,0.2386363636363636,11.40909090909091,0.8,0.9,9.6,11.1,1.120044188044679,1.0986781076066792,0.977429699062654,0.9342150860575256,0.5127737226277372,0.5050933786078099,0.1749110101877992,0.1826298701298701,0.5052356020942408,0.5197956577266922,0.0193874236801201,0.0412359562472487,8,4,2161,1909,2024.16,2021.44,762,1740,203,582,664,482,400,408,753,147,214,544,1678,684,358,16,11,2,14,7,2,0.142614488982025,0.1644630215491536,1621.7462856948544,1743.711460041323,17.636363636363637,12.136363636363637,Z07
2003,136,1141,79,1166,73,N,0,29,53,3,7,18,25,11,20,15,18,13,1,19,27,60,7,17,12,17,14,17,20,21,6,6,21,1141,29,23,0.7931034482758621,6.103448275862069,79.34482758620689,73.24137931034483,7.0,0.8,0.3793103448275862,0.0,6,1.110950173812283,1.0254528600672048,0.0854973137450778,71.42068965517242,71.42068965517242,0.5700261780104712,0.622160934458144,0.3403141361256545,0.069047619047619,0.0994554092155575,0.5867875647668394,0.4777486910994764,0.2554074932406334,0.3590643274853801,0.6553398058252428,0.2935382951604804,0.9166666666666666,0.6428571428571429,1.0,10.5,0.1428571428571428,16.333333333333332,0.2738095238095237,10.357142857142858,1.0,0.9,17.0,11.7,1.225317348377997,1.208655065114671,0.9589832466782208,1.024171584203359,0.5995934959349594,0.5900195694716243,0.2468265162200281,0.2434597211017632,0.5465465465465466,0.5432098765432098,0.1808367879546986,0.0989861671662342,10,8,2301,2124,2071.2000000000003,2071.28,772,1528,198,520,730,453,529,307,675,116,206,608,1680,548,355,12,14,3,11,9,3,0.2663341016997764,0.184483480911312,1638.1638821471954,1755.9601808536102,22.985119047619047,7.6517857142857135,Z11,1166,33,29,0.8787878787878788,14.909090909090908,79.24242424242425,64.33333333333333,13.0,0.8571428571428571,0.4545454545454545,0.0303030303030303,10,1.15257135805081,0.9367113181906426,0.2158600398601675,68.75272727272727,68.75272727272727,0.5688291139240507,0.5978946790803168,0.3565400843881856,0.0805038335158817,0.1222181041633575,0.5860612460401268,0.3486286919831223,0.1943724546464272,0.337406015037594,0.6769911504424779,0.251495737809075,1.0,0.6363636363636364,1.0,19.88235294117647,6.909090909090909,15.6,0.3636363636363636,12.97326203208556,0.8,0.8,8.8,7.0,1.069921639541893,1.078718983009412,0.9302464704474755,0.967212117525397,0.5088652482269503,0.5080213903743316,0.2049427365883062,0.1925192519251925,0.5126050420168067,0.5064935064935064,-0.0761848707657503,-0.1043531743761526,7,6,2615,2123,2268.84,2266.44,947,1896,263,676,661,555,441,359,765,147,277,570,1826,705,365,17,11,5,17,7,5,0.1396751690944172,0.1115068654840149,1656.9905123649014,1765.716591072856,28.99572192513369,14.39572192513369,Z06
2003,136,1143,76,1301,74,N,1,27,64,7,20,15,23,18,20,17,13,8,2,14,25,56,9,21,15,20,10,26,16,14,5,8,19,1143,29,21,0.7241379310344828,4.724137931034483,74.48275862068965,69.75862068965517,7.0,0.5714285714285714,0.2068965517241379,0.1034482758620689,8,1.0603620940187723,0.9933026946342997,0.0670593993844728,70.24275862068966,70.24275862068966,0.5202583675866118,0.5532673510788714,0.2900763358778626,0.0475073313782991,0.0932909105192866,0.5851197982345523,0.3323546682325308,0.201763342889683,0.3282980866062437,0.6857419980601358,0.2435383769345588,0.9285714285714286,0.6363636363636364,0.25,8.5,2.727272727272727,-3.0,0.2922077922077922,5.772727272727273,0.4,0.6,-2.2,1.6,1.0426711668273867,1.0468740810445216,1.0793324464868788,1.0229878299723674,0.4735973597359736,0.4974662162162162,0.1868370298939247,0.1940833970475798,0.5053763440860215,0.4950354609929078,-0.1037206790439648,-0.0431731483123185,7,4,2160,2023,2037.04,2036.64,793,1703,186,494,566,464,411,326,707,81,190,496,1705,667,324,14,11,4,13,7,1,-0.036661279659492,0.0238862510721542,1580.2675355595638,1630.5669831840592,3.237373737373738,6.487373737373737,W08,1301,30,18,0.6,4.4,72.4,68.0,6.0,0.5,0.3666666666666666,0.0333333333333333,5,1.0837458087178669,1.021614150357565,0.0621316583603017,66.80533333333334,66.80533333333334,0.5309375,0.5806989776275826,0.421875,0.0577164366373902,0.1166843612908395,0.6027397260273972,0.38375,0.2125578796104103,0.3122994652406417,0.676560900716479,0.2804431000981551,0.8125,0.3,0.5,13.875,-8.4,-1.5,0.5125,22.275,0.6,0.5,0.0,-1.7,1.133578431372549,1.0574608904933815,1.1383214373615556,1.0862349888359182,0.5634920634920635,0.5323529411764706,0.2205882352941176,0.2316486161251504,0.5092592592592593,0.5046439628482973,-0.0668746643493083,-0.0909057567028384,4,2,2172,2040,2004.16,1996.84,730,1600,239,675,614,440,426,292,661,92,233,560,1594,643,316,16,10,4,13,3,2,-0.0047430059890065,-0.0287740983425366,1539.756583940357,1599.1761527592507,1.5416666666666663,3.5416666666666665,W09
2003,136,1163,58,1140,53,N,0,17,52,4,14,20,27,12,29,8,14,3,8,16,20,64,2,17,11,13,15,26,11,11,8,4,22,1163,30,21,0.7,8.633333333333333,80.03333333333333,71.4,10.0,0.25,0.4,0.0333333333333333,9,1.0969881940129391,0.9829295154185024,0.1140586785944368,72.95733333333332,72.95733333333332,0.5235798499464094,0.5563743210425819,0.2524115755627009,0.1183069862315145,0.0816813509544787,0.5293453724604966,0.3553054662379421,0.2165649329288351,0.4071691176470588,0.6453353893600616,0.2533039647577093,0.875,0.4545454545454545,0.6666666666666666,14.125,2.272727272727273,2.6666666666666665,0.4204545454545454,11.852272727272728,0.6,0.6,7.8,5.9,1.0564946619217082,1.0627698439056792,0.9600225225225224,1.0,0.5095541401273885,0.511400651465798,0.225200177935943,0.2297132735525296,0.5373493975903615,0.5362853628536285,-0.0175865391952511,-0.0512888346887576,4,1,2401,2142,2188.72,2179.2,886,1866,182,471,663,469,474,443,837,232,178,552,1961,645,460,16,11,3,14,5,2,0.0964721393991857,0.0627698439056791,1583.8901224877131,1709.870267910692,12.915246212121213,10.915246212121213,X05,1140,31,23,0.7419354838709677,8.774193548387096,72.45161290322581,63.67741935483871,10.0,0.6666666666666666,0.3225806451612903,0.032258064516129,5,1.1187710454482058,0.9698720594304582,0.1488989860177476,64.76,64.76,0.5292636878539962,0.5853348344591778,0.3146633102580239,0.0490874764002517,0.1056344948214531,0.5583892617449664,0.4713656387665198,0.2121978919683596,0.3499480789200415,0.700925925925926,0.3262386258671855,0.9285714285714286,0.5454545454545454,0.6666666666666666,16.428571428571427,1.181818181818182,4.833333333333333,0.3831168831168832,15.246753246753244,0.8,0.7,10.0,6.0,1.1977186311787071,1.1152118100128372,1.021043456605653,1.0048104310399393,0.5125,0.5066413662239089,0.1394169835234474,0.1861360718870346,0.5401234567901234,0.5319488817891374,0.0277761885553065,-0.0384976070448497,3,2,2246,1974,2007.56,2035.32,745,1589,192,500,749,416,426,337,757,78,215,664,1589,626,323,14,11,6,13,6,4,0.1766751745730541,0.1104013789728979,1604.4837142972274,1689.2893683783009,12.838055883510428,8.671389216843762,X12
2003,136,1181,67,1161,57,N,0,19,54,4,13,25,31,13,27,4,16,10,8,23,18,54,3,11,18,22,11,24,8,19,5,4,19,1181,30,24,0.8,11.566666666666666,81.96666666666667,70.4,11.0,0.25,0.4666666666666667,0.0333333333333333,12,1.1236109080274894,0.9714990156212626,0.1521118924062268,72.94933333333333,72.94933333333333,0.5143646408839779,0.5638666715585559,0.3414364640883978,0.0897959183673469,0.1172974663747263,0.5054811205846529,0.4651933701657458,0.1923709606667641,0.3782051282051282,0.6543909348441926,0.2934736609689231,1.0,0.3333333333333333,1.0,16.8,1.0,14.333333333333334,0.6666666666666667,15.8,0.8,0.8,7.8,9.2,1.1412475316529214,1.1169228990868107,1.0356933879461674,0.996896592106804,0.524390243902439,0.5294117647058824,0.1974677662910907,0.1950641544330135,0.50920245398773,0.5096011816838996,-0.0465577486994728,-0.03208558542622,4,1,2459,2112,2188.48,2173.96,821,1810,220,618,842,415,421,413,693,154,255,638,1715,679,366,15,9,6,15,3,6,0.1055541437067539,0.1200263069800067,1618.2105252729054,1750.5329054895526,22.424242424242426,9.09090909090909,Z03,1161,30,17,0.5666666666666667,1.3333333333333333,74.0,72.66666666666667,1.5,0.5555555555555556,0.2666666666666666,0.0333333333333333,5,1.0864671221345654,1.0761180768091618,0.0103490453254035,68.11066666666666,68.11066666666666,0.5470249520153551,0.5893847036085211,0.2220089571337172,0.0736658932714617,0.0789811432520485,0.5871212121212122,0.4657709532949456,0.2368694086095178,0.3616071428571428,0.6616541353383458,0.3045710336657123,0.75,0.25,1.0,9.875,-10.583333333333334,4.5,0.5,20.458333333333336,0.8,0.5,-0.2,-1.1,1.0617880138682516,1.108678221180534,1.0778293019175331,1.131151605305566,0.5225409836065574,0.5616302186878728,0.1919266963843486,0.2112502312958736,0.4690553745928338,0.5033898305084745,-0.0263903333746853,-0.0328224294504355,9,5,2220,2180,2043.32,2025.8,792,1563,126,347,728,465,484,324,704,127,160,617,1724,572,360,16,12,2,12,3,2,-0.0160412880492817,-0.0224733841250319,1536.1241873613856,1548.0851357204226,3.994047619047618,0.4940476190476186,Z14
2003,136,1211,74,1153,69,N,0,20,47,6,14,28,37,8,28,12,12,2,2,15,26,66,10,27,7,10,13,22,13,10,7,6,24,1211,31,23,0.7419354838709677,8.870967741935484,77.06451612903226,68.19354838709677,8.0,0.625,0.2903225806451613,0.0967741935483871,9,1.1183619204553967,0.9843362947235104,0.1340256257318862,68.90838709677419,68.90838709677419,0.5346131471785922,0.5812199536775726,0.343804537521815,0.0625,0.0982473785178149,0.6039603960396039,0.4444444444444444,0.2111265073777245,0.3623898139079334,0.714936247723133,0.2691326293047252,0.8461538461538461,0.8181818181818182,0.4285714285714285,13.923076923076923,6.909090909090909,2.571428571428572,0.0279720279720279,7.013986013986014,0.8,0.7,5.8,6.9,1.0613639136269366,1.1013954055206874,0.967487565206842,0.98719961357324,0.5017985611510791,0.5110091743119266,0.1890935708185921,0.1965145329352264,0.5114942528735632,0.5331325301204819,-0.0401492773117917,-0.0198298337844388,8,5,2389,2114,2136.16,2147.64,808,1719,222,591,764,488,451,370,785,109,211,578,1744,651,313,13,11,7,11,9,3,0.0938763484200945,0.1141957919474474,1606.3734834010029,1689.6643615110615,11.251498501498505,9.10864135864136,Z09,1153,28,17,0.6071428571428571,5.821428571428571,67.32142857142857,61.5,5.0,0.5,0.2857142857142857,0.0,8,1.0418278690336702,0.9519702799522356,0.0898575890814346,64.61857142857143,64.61857142857143,0.462822936357908,0.5088213699576747,0.3440453686200378,0.0800268997982515,0.0801600990668258,0.5366614664586583,0.3799621928166352,0.1641500674286472,0.3346456692913386,0.6780538302277432,0.2935518110654106,0.8,0.3,0.6666666666666666,10.8,-3.4,11.666666666666666,0.5,14.2,0.4,0.4,-2.4,0.1,0.9547862510779844,0.9891226392541236,0.99764530920808,0.9949425010536456,0.4195804195804196,0.4344405594405594,0.1570777380805716,0.1763088692326081,0.4875346260387811,0.4873164218958611,-0.1327166472115304,-0.0956774508809564,6,3,1885,1722,1809.32,1808.88,641,1587,187,546,603,344,297,340,655,119,145,531,1487,676,311,15,10,3,12,3,2,-0.0428590581300958,-0.0058198617995218,1532.5054128616664,1607.8820710582552,16.291666666666668,5.291666666666666,Z08
2003,136,1228,65,1443,60,N,0,24,56,5,14,12,14,15,23,15,14,11,4,14,22,58,8,24,8,13,17,18,10,14,6,5,16,1228,30,24,0.8,14.033333333333331,75.43333333333334,61.4,12.5,0.5,0.4333333333333333,0.0,8,1.115261788361457,0.9149248986728126,0.2003368896886445,67.63733333333333,67.63733333333333,0.5522700119474313,0.5874504184578324,0.3614097968936678,0.0573366214549938,0.1043073988714932,0.6740467404674046,0.3422939068100358,0.1946656678757293,0.3146551724137931,0.6952554744525548,0.2851068902487483,1.0,0.3333333333333333,1.0,24.357142857142858,-1.1111111111111112,12.857142857142858,0.6666666666666667,25.46825396825397,0.8,0.8,13.2,12.8,1.1609530756139073,1.1461142436871783,0.980027291899268,0.9583281810312848,0.5268817204301075,0.5408348457350273,0.1519572088499878,0.1654817357195391,0.4971098265895953,0.5204236006051437,-0.0194111059740053,-0.0125508270327509,6,3,2263,1842,2029.12,2013.28,813,1674,223,605,573,548,395,292,762,93,210,574,1622,636,334,14,9,7,14,3,7,0.1809257837146392,0.1877860626558936,1624.1057871356209,1742.6254381770402,22.542989417989418,10.685846560846562,Z04,1443,31,23,0.7419354838709677,6.67741935483871,73.09677419354838,66.41935483870968,8.0,0.5,0.3870967741935484,0.032258064516129,11,1.072023313905079,0.9659954585546192,0.1060278553504596,68.1858064516129,68.1858064516129,0.5288517022504328,0.5606801401452919,0.3762261973456434,0.063400576368876,0.1027455101619532,0.5520702634880803,0.3773802654356607,0.2223525849670728,0.3600764087870105,0.6719478098788444,0.2683581361307636,1.0,0.4166666666666667,0.75,14.466666666666669,-4.666666666666667,11.5,0.5833333333333333,19.133333333333333,1.0,1.0,11.8,11.7,1.094137076796036,1.1196703690433536,0.9025688498032862,0.9334080452990444,0.4962686567164179,0.5241779497098646,0.1916951751798985,0.2254269676340618,0.5257142857142857,0.5411255411255411,0.0855403716422902,0.0802344683938494,6,3,2266,2059,2113.76,2131.48,797,1733,239,652,654,440,470,377,721,110,219,572,1735,670,352,15,12,4,15,5,3,0.1915682269927499,0.186262323744309,1610.315116989333,1711.6615270222471,16.944444444444443,6.194444444444445,Z13
2003,136,1242,64,1429,61,N,0,28,51,2,6,6,11,7,20,13,11,8,4,17,23,56,6,17,9,10,13,19,13,13,6,1,15,1242,30,23,0.7666666666666667,14.966666666666669,81.33333333333333,66.36666666666666,16.0,0.5,0.5666666666666667,0.0,9,1.10629499990932,0.90891660427661,0.1973783956327099,73.51866666666666,73.51866666666666,0.5238095238095238,0.557698988827735,0.2268592830390583,0.0809471365638766,0.1387798330989902,0.5534729878721059,0.3873729266987694,0.2026696167866664,0.3885869565217391,0.6999132697311362,0.2287128170480068,0.9285714285714286,0.7777777777777778,0.4285714285714285,20.428571428571427,12.555555555555555,7.142857142857143,0.1507936507936508,7.873015873015872,0.8,0.8,8.4,12.2,1.0604004071937565,1.0760621415446294,0.959432983750144,0.9175217048145226,0.5100334448160535,0.5133333333333333,0.2290464879538513,0.2143771924940141,0.5522788203753352,0.5548216644649934,-0.0964109721890975,-0.0388379589026031,4,2,2440,1991,2205.56,2190.52,907,1869,144,424,724,502,447,429,807,147,304,501,1816,675,346,14,9,7,13,7,3,0.1009674234436124,0.1585404367301068,1622.776637749151,1779.9668291099356,20.88624338624339,14.171957671957673,Z02,1429,30,22,0.7333333333333333,5.866666666666666,65.96666666666667,60.1,5.0,0.7272727272727273,0.2333333333333333,0.0666666666666666,5,1.091512784874357,0.9924042272126816,0.0991085576616757,60.43600000000001,60.43600000000001,0.495186136071887,0.5421680145527867,0.2336328626444159,0.0393700787401574,0.0836635843240863,0.5864978902953587,0.3896020539152759,0.2024179848655326,0.3989473684210526,0.71005291005291,0.2658520475561426,0.8461538461538461,0.5,1.0,10.0,1.25,6.2,0.3461538461538461,8.75,1.0,0.7,6.4,7.8,1.1337284205101776,1.0999098170574593,1.0158730158730158,0.9756176223956652,0.5113636363636364,0.5066539923954373,0.1803658850811646,0.1916387528987374,0.558641975308642,0.5537974683544303,0.0187468469754861,0.0251836370001182,11,8,1979,1803,1813.08,1816.8,711,1558,121,364,607,417,367,379,671,60,152,483,1524,571,274,13,12,5,11,6,5,0.1178554046371618,0.1242921946617939,1590.362414220546,1653.1464164682502,11.825,6.625,Z15
