Season,total_games,wins,win_percentage,avg_points_diff,avg_points_scored,avg_points_allowed,median_points_diff,close_game_winrate,blowout_rate,overtime_rate,longest_win_streak,offensive_eff,defensive_eff,net_rating,possessions,tempo,eff_field_goal_percentage,true_shooting_percentage,three_points_attempt_rate,block_rate,steal_rate,assist_rate,free_throws_rate,turnover_percentage,offensive_rebound_percentage,def_reb_perc,foul_rate,home_win_pct,away_win_pct,neutral_win_pct,home_point_diff,away_point_diff,neutral_point_diff,home_away_win_pct_delta,home_away_point_diff_delta,win_pct_last5,win_pct_last10,point_diff_last5,point_diff_last10,off_rating_last5,off_rating_last10,def_rating_last5,def_rating_last10,eFG_last5,eFG_last10,topct_last5,topct_last10,rebound_pct_last5,rebound_pct_last10,trend_last5,trend_last10,close_games,close_game_wins,total_pts,total_pa,total_poss,total_opp_poss,total_fgm,total_fga,total_fgm3,total_fga3,total_fta,total_ast,total_to,total_or,total_dr,total_blk,total_stl,total_pf,total_opp_fga,total_opp_dr,total_opp_or,home_games,away_games,neutral_games,home_wins,away_wins,neutral_wins,net_rating_last5,net_rating_last10,recent_elo,recent_elo_mov,neutral_point_diff_smothered,neutral_win_pct_smothered,Seed,TeamID_2,total_games_2,wins_2,win_percentage_2,avg_points_diff_2,avg_points_scored_2,avg_points_allowed_2,median_points_diff_2,close_game_winrate_2,blowout_rate_2,overtime_rate_2,longest_win_streak_2,offensive_eff_2,defensive_eff_2,net_rating_2,possessions_2,tempo_2,eff_field_goal_percentage_2,true_shooting_percentage_2,three_points_attempt_rate_2,block_rate_2,steal_rate_2,assist_rate_2,free_throws_rate_2,turnover_percentage_2,offensive_rebound_percentage_2,def_reb_perc_2,foul_rate_2,home_win_pct_2,away_win_pct_2,neutral_win_pct_2,home_point_diff_2,away_point_diff_2,neutral_point_diff_2,home_away_win_pct_delta_2,home_away_point_diff_delta_2,win_pct_last5_2,win_pct_last10_2,point_diff_last5_2,point_diff_last10_2,off_rating_last5_2,off_rating_last10_2,def_rating_last5_2,def_rating_last10_2,eFG_last5_2,eFG_last10_2,topct_last5_2,topct_last10_2,rebound_pct_last5_2,rebound_pct_last10_2,trend_last5_2,trend_last10_2,close_games_2,close_game_wins_2,total_pts_2,total_pa_2,total_poss_2,total_opp_poss_2,total_fgm_2,total_fga_2,total_fgm3_2,total_fga3_2,total_fta_2,total_ast_2,total_to_2,total_or_2,total_dr_2,total_blk_2,total_stl_2,total_pf_2,total_opp_fga_2,total_opp_dr_2,total_opp_or_2,home_games_2,away_games_2,neutral_games_2,home_wins_2,away_wins_2,neutral_wins_2,net_rating_last5_2,net_rating_last10_2,recent_elo_2,recent_elo_mov_2,neutral_point_diff_smothered_2,neutral_win_pct_smothered_2,Seed_2,Is1Winner,1TeamID,2TeamID
2010,32,23,0.71875,15.25,72.09375,56.84375,10.5,0.5,0.5,0.03125,13,1.0070190141951705,0.7954764112162612,0.2115426029789092,71.59125,71.59125,0.4850249584026622,0.5387870635054088,0.1536328341652801,0.1157684630738523,0.097521297251911,0.562874251497006,0.4259567387687188,0.2357131632706511,0.358785648574057,0.71,0.1976664859097031,0.8823529411764706,0.4,0.8,27.41176470588235,-1.8,8.0,0.4823529411764705,29.211764705882352,0.6,0.6,3.6,2.2,0.9313324769356532,0.932298100111758,0.8772441128468175,0.8945275958840037,0.425,0.420863309352518,0.2102067032582038,0.2029292394565025,0.5295698924731183,0.5279583875162549,-0.1574542388900734,-0.1737720987511548,4,2,2307,1819,2290.92,2286.68,835,1803,79,277,768,470,540,390,994,232,223,452,2004,697,406,17,10,5,15,4,4,0.0540883640888357,0.0377705042277544,1591.0643485344444,1686.655572408022,20.805882352941172,13.605882352941176,0.8125,3201,33,27,0.8181818181818182,12.87878787878788,73.45454545454545,60.57575757575758,10.0,0.5,0.3636363636363636,0.0303030303030303,19,1.0293518141051772,0.8471344057769566,0.1822174083282205,71.36,71.36,0.4913877952755905,0.5276723207133154,0.4035433070866142,0.045964724746125,0.1453562287051006,0.5662368112543963,0.296259842519685,0.2191194455768446,0.3586530931871574,0.6674897119341564,0.2292644890071703,0.9285714285714286,0.7857142857142857,0.6,20.5,6.714285714285714,8.8,0.1428571428571429,13.785714285714285,0.8,0.9,19.8,17.7,1.089050626137215,1.059850374064838,0.8221225710014947,0.8254652622387163,0.4956647398843931,0.5031104199066874,0.1792786043026865,0.2114279518594817,0.5158150851581509,0.51375,0.0847106468074998,0.0521677034979011,4,2,2424,1999,2354.88,2359.72,853,2032,291,820,602,483,516,458,811,86,343,541,1871,819,404,14,14,5,13,11,3,0.2669280551357204,0.2343851118261216,1655.2818553451175,1782.355120235512,22.40714285714286,14.20714285714286,0.25,1,3124,3201
2010,26,21,0.8076923076923077,11.26923076923077,70.76923076923077,59.5,12.5,0.7142857142857143,0.5,0.0769230769230769,8,0.979077538684205,0.823468040710301,0.155609497973904,72.28153846153846,72.28153846153846,0.465,0.5051281488151451,0.28375,0.0694626474442988,0.1069922922965549,0.5586924219910847,0.314375,0.2346593448694208,0.3826173826173826,0.6992337164750958,0.2294212834816675,1.0,0.7692307692307693,0.5,15.77777777777778,11.0,2.0,0.2307692307692307,4.777777777777779,0.8,0.8,11.4,11.0,1.0551658542384972,1.004988688439005,0.869007348652747,0.8379807968723049,0.472027972027972,0.4584040747028862,0.2229223635715135,0.2102790185045536,0.533678756476684,0.51875808538163,0.0305490076118462,0.0113983935927958,7,5,1840,1547,1879.32,1878.64,673,1600,142,454,503,376,441,383,730,106,201,431,1526,618,314,9,13,4,9,10,2,0.1861585055857502,0.1670078915666998,1632.5958486792128,1759.6352741668927,16.876543209876544,15.376543209876544,0.5625,3395,30,22,0.7333333333333333,12.0,72.3,60.3,12.0,0.5714285714285714,0.5,0.0333333333333333,7,0.9918239683933274,0.8297556142668429,0.1620683541264845,72.896,72.896,0.4700214132762312,0.5137667702569544,0.3083511777301927,0.0603015075376884,0.1353111698223983,0.6038709677419355,0.2955032119914347,0.219948053848405,0.3476394849785407,0.6347256347256347,0.2233781006898576,1.0,0.5,0.3333333333333333,22.0,3.5,-4.0,0.5,18.5,0.6,0.7,4.4,8.1,0.9585024808299504,0.9956602944407824,0.8969874760239197,0.8842267135325133,0.4656357388316151,0.4915254237288136,0.2057961208840775,0.2128653043287189,0.4574468085106383,0.4666666666666667,-0.100553349320454,-0.0506347732182155,7,4,2169,1809,2186.88,2180.16,775,1868,206,576,552,468,481,405,775,108,295,487,1791,760,446,15,12,3,15,6,1,0.0615150048060305,0.111433580908269,1598.4816898752983,1683.8261853992817,11.9375,16.270833333333332,0.5,1,3173,3395
2010,32,27,0.84375,16.53125,71.59375,55.0625,14.0,0.6666666666666666,0.53125,0.0,8,0.9833462099751052,0.7617153726439565,0.2216308373311486,72.80625,72.80625,0.4568627450980392,0.4929425940270246,0.2269607843137255,0.0985422740524781,0.1850250734912675,0.5308498253783469,0.3161764705882353,0.2459438578418748,0.4464566929133858,0.671862182116489,0.2446826906449939,0.9444444444444444,0.6666666666666666,1.0,19.166666666666668,10.833333333333334,27.0,0.2777777777777778,8.333333333333334,0.8,0.9,6.4,12.9,0.9428729894620076,0.955670217487794,0.8637128435221536,0.780422543062601,0.4431818181818182,0.4497568881685575,0.2412645590682196,0.2579893475366179,0.5150684931506849,0.5342281879194631,-0.1424706913912945,-0.0463831629059554,3,2,2291,1762,2329.8,2313.2,859,2040,146,463,645,456,573,567,819,169,428,566,1715,703,400,18,12,2,17,8,2,0.0791601459398541,0.1752476744251931,1659.7743214036143,1812.14905642278,48.42857142857144,22.428571428571427,0.9375,3214,30,19,0.6333333333333333,7.7,62.833333333333336,55.13333333333333,10.5,0.3333333333333333,0.4333333333333333,0.0333333333333333,7,0.9106632140372576,0.7977235458666924,0.1129396681705651,68.99733333333333,68.99733333333333,0.4101497504159734,0.4591021569276932,0.2678868552412645,0.0447263017356475,0.1461367801678402,0.5225225225225225,0.3150305047143649,0.2251294736028445,0.3641524736415247,0.6421152030217187,0.2724992765505932,0.7692307692307693,0.4545454545454545,0.6666666666666666,12.461538461538462,1.3636363636363635,9.0,0.3146853146853147,11.097902097902098,1.0,0.9,14.6,13.2,0.9075695159629248,0.945022378129914,0.6707317073170731,0.7549307852505207,0.4186046511627907,0.4603321033210332,0.2188465499485066,0.21924519172614,0.5,0.4865671641791044,0.1238981404752865,0.0771519247088282,6,2,1885,1654,2069.92,2073.4,666,1803,147,483,568,348,466,449,680,67,303,565,1498,784,379,13,11,6,10,5,4,0.2368378086458517,0.1900915928793933,1567.415456524522,1666.7009173263923,15.284170375079464,6.950837041746132,0.125,1,3181,3214
2010,31,23,0.7419354838709677,9.935483870967742,74.25806451612904,64.3225806451613,8.0,0.5,0.2580645161290322,0.064516129032258,6,0.9890185430235956,0.8494070338058888,0.1396115092177068,75.08258064516129,75.08258064516129,0.4659442724458204,0.510068422731946,0.1991744066047471,0.0584088620342396,0.093715921483097,0.5344418052256532,0.3735810113519092,0.2277062675076045,0.3771569433032046,0.6844840386043058,0.2117127862595419,0.6923076923076923,0.7333333333333333,1.0,12.076923076923077,8.533333333333333,7.666666666666667,-0.0410256410256409,3.5435897435897434,0.8,0.8,4.0,6.0,1.000558971492454,1.0023714979042575,0.9390975772393866,0.9017412935323385,0.4745222929936306,0.45859375,0.2012297372833985,0.194407677035076,0.515970515970516,0.5157766990291263,-0.0781501149646393,-0.0389813048457876,8,4,2302,1994,2327.56,2347.52,842,1938,122,386,724,450,530,459,922,116,220,497,1986,758,425,13,15,3,9,11,3,0.0614613942530675,0.1006302043719191,1620.8110704555204,1713.3717640248544,20.548076923076923,13.881410256410255,0.1875,3199,30,25,0.8333333333333334,14.366666666666667,74.46666666666667,60.1,13.0,1.0,0.5666666666666667,0.0,10,1.0141822077756997,0.8227016371899469,0.1914805705857525,73.42533333333334,73.42533333333334,0.4974662162162162,0.5412451060200798,0.2719594594594595,0.0677112479015109,0.1209184325320776,0.5808080808080808,0.3682432432432432,0.2592202509578891,0.4048734770384254,0.6704918032786885,0.2345361295150486,0.9375,0.8181818181818182,0.3333333333333333,22.1875,7.545454545454546,-2.333333333333333,0.1193181818181817,14.642045454545451,0.8,0.8,12.4,11.4,1.0900911293113391,0.9938417550997966,0.9036833676504232,0.8359413605666283,0.5,0.4865546218487395,0.2307071173145691,0.2515533073074174,0.5558739255014327,0.5221476510067115,-0.0050728089248366,-0.0335801760525842,3,3,2234,1803,2202.76,2191.56,792,1776,183,483,654,460,571,432,818,121,265,514,1787,635,402,16,11,3,15,9,1,0.1864077616609158,0.1579003945331683,1644.0028430762832,1784.1511765458033,16.249763257575758,18.916429924242426,0.875,0,3256,3199
2010,30,24,0.8,9.666666666666666,68.03333333333333,58.36666666666667,10.0,0.75,0.4,0.0666666666666666,15,0.980382738346847,0.8383124593052205,0.1420702790416265,69.39466666666667,69.39466666666667,0.4480088495575221,0.4939879177477442,0.3329646017699115,0.0532060027285129,0.1919836071852618,0.6657342657342658,0.3241150442477876,0.2348883679821696,0.4077586206896552,0.6166842661034847,0.2590103029606649,1.0,0.7333333333333333,0.3333333333333333,13.5,8.266666666666667,1.3333333333333333,0.2666666666666667,5.2333333333333325,0.6,0.7,8.0,5.8,0.9878693250060052,0.9671942271542052,0.8679721287842384,0.8844699280224473,0.4453376205787781,0.4247135842880524,0.2251981743934662,0.2167849129828391,0.5279329608938548,0.5035260930888575,-0.0221730828198596,-0.0593459799098684,8,6,2041,1751,2081.84,2088.72,715,1808,190,602,586,476,489,473,584,78,401,541,1466,687,363,12,15,3,12,11,1,0.1198971962217668,0.082724299131758,1646.6119204773502,1773.7720165218557,14.9375,13.9375,0.75,3265,33,26,0.7878787878787878,10.272727272727272,68.18181818181819,57.90909090909091,10.0,0.4285714285714285,0.4242424242424242,0.0606060606060606,13,1.020685900925422,0.8656930074111656,0.1549928935142562,66.8,66.8,0.4793253536452665,0.5340865932396506,0.3416757344940152,0.0760925449871465,0.1177813615525395,0.6170763260025873,0.3318824809575625,0.201868989294139,0.3103756708407871,0.6472781506338553,0.2088354141373874,0.9473684210526316,0.5833333333333334,0.5,15.210526315789474,2.5,10.0,0.3640350877192981,12.710526315789474,0.8,0.8,11.4,14.1,1.0367810417180945,1.0408967726040896,0.8728569640845952,0.8267911231996043,0.4823943661971831,0.4890310786106033,0.1697111824240928,0.2001724562700172,0.4903581267217631,0.5106685633001422,0.0089311841192427,0.059112755890229,7,3,2250,1911,2204.4,2207.48,773,1838,216,628,610,477,445,347,868,148,260,461,1945,771,473,19,12,2,18,7,1,0.163924077633499,0.2141056494044853,1617.476144852369,1710.4004535587103,22.650375939849624,13.150375939849622,0.3125,1,3207,3265
2010,31,23,0.7419354838709677,8.419354838709678,62.96774193548387,54.54838709677419,9.0,0.8,0.4838709677419355,0.064516129032258,16,0.9279683578002588,0.8063285586221367,0.1216397991781219,67.85548387096775,67.85548387096775,0.4319196428571428,0.4738968303293971,0.2957589285714285,0.0938729623383923,0.1282687062503576,0.5257879656160458,0.3392857142857143,0.2400737810907431,0.3838467943380516,0.6423297785069729,0.2150527379885178,0.8823529411764706,0.5833333333333334,0.5,11.588235294117649,5.0,2.0,0.2990196078431372,6.588235294117647,0.6,0.5,4.4,1.4,0.9725470885140958,0.8944434233903082,0.9121370067014146,0.8763837638376383,0.4372759856630824,0.4232851985559567,0.2400590914686692,0.2542424799362862,0.5365853658536586,0.5196850393700787,-0.0612297173654408,-0.1035801396254519,5,4,1952,1691,2103.52,2097.16,698,1792,152,530,608,367,505,461,783,167,269,451,1779,740,436,17,12,2,15,7,1,0.0604100818126811,0.0180596595526699,1584.9888796761927,1641.777539779879,13.848739495798318,12.348739495798318,0.75,3408,32,26,0.8125,9.6875,69.90625,60.21875,8.5,0.8888888888888888,0.375,0.0625,9,0.9688008869486886,0.8273084783019354,0.1414924086467531,72.1575,72.1575,0.4773595199127114,0.5207072493994526,0.3044189852700491,0.0533847000550357,0.1605673953735982,0.6371794871794871,0.3906164757228587,0.2420919516335793,0.335016835016835,0.6190476190476191,0.2339818996754306,0.8125,0.8181818181818182,0.8,14.6875,4.818181818181818,4.4,-0.0056818181818182,9.869318181818182,0.8,0.9,1.6,6.8,0.9293044469783353,0.938557089779848,0.902383654937571,0.8320581484315225,0.447463768115942,0.4329896907216495,0.2052451539338654,0.2065657405867021,0.4621212121212121,0.4675642594859241,-0.1145716166059889,-0.0349934672984275,9,8,2237,1927,2309.04,2329.24,780,1833,190,558,716,497,559,398,754,97,374,545,1817,790,464,16,11,5,13,9,4,0.0269207920407642,0.1064989413483256,1639.221222240556,1722.314681884662,14.152840909090909,10.552840909090907,0.3125,1,3208,3408
2010,29,18,0.6206896551724138,8.0,75.65517241379311,67.65517241379311,10.0,0.0,0.4137931034482758,0.0689655172413793,7,0.9354002523960572,0.8408042923016268,0.0945959600944303,80.88,80.88,0.4408329101066531,0.48103064213425,0.2168613509395632,0.0838105153565851,0.1302775254126883,0.5384615384615384,0.3595733875063484,0.2536750912377639,0.4169944925255704,0.625,0.2434132711658124,0.7777777777777778,0.3636363636363636,0.0,17.11111111111111,-6.909090909090909,0.0,0.4141414141414141,24.02020202020202,0.4,0.3,1.6,-3.6,0.8939549180327868,0.8684224089058392,0.8832366348943225,0.92193424401392,0.4206586826347305,0.4122938530734633,0.2510245901639344,0.2602690305622841,0.4884259259259259,0.4905027932960893,-0.083877676955966,-0.148107795202511,1,0,2194,1962,2345.52,2333.48,806,1969,124,427,708,434,595,530,820,161,304,568,1921,741,492,18,11,0,14,4,0,0.0107182831384643,-0.0535118351080806,1534.4324237855894,1578.7068604849894,10.2020202020202,10.2020202020202,0.4375,3211,31,27,0.8709677419354839,23.29032258064516,80.93548387096774,57.64516129032258,29.0,0.0,0.7419354838709677,0.032258064516129,18,1.0812418120388885,0.773968330965663,0.3072734810732255,74.8541935483871,74.8541935483871,0.5145137880986937,0.5467469753495345,0.2264150943396226,0.0778082191780821,0.1494230969127888,0.6072874493927125,0.2501209482341557,0.2094394263255878,0.3962101636520241,0.6597774244833068,0.2022625688645577,1.0,0.8333333333333334,0.5,32.93333333333333,15.416666666666666,10.75,0.1666666666666666,17.516666666666666,1.0,1.0,37.8,30.1,1.1555555555555554,1.1420964125560538,0.635569492664352,0.717516332570216,0.553125,0.5469745222929936,0.175,0.194786995515695,0.5278514588859416,0.5417789757412399,0.2127125818179779,0.1173065989126123,2,0,2509,1787,2320.48,2308.88,988,2067,151,468,517,600,486,460,830,142,345,467,1825,701,428,15,12,4,15,10,2,0.5199860628912034,0.4245800799858378,1664.6116762658187,1843.950011519196,37.61111111111111,27.361111111111107,0.625,0,3314,3211
2010,32,19,0.59375,3.34375,69.4375,66.09375,6.0,0.3,0.21875,0.09375,4,0.9825076495870108,0.9339562652347476,0.0485513843522631,70.67375,70.67375,0.4807486631016043,0.5261512815169828,0.3652406417112299,0.073667711598746,0.0896421379870703,0.5730918499353169,0.2935828877005347,0.2409840994711615,0.3361702127659574,0.6882690730106645,0.2128448793584625,0.75,0.3636363636363636,0.6,8.75,-3.909090909090909,2.0,0.3863636363636363,12.65909090909091,0.8,0.8,6.0,7.0,1.003912092969739,1.0552570990023022,0.9122626401281172,0.9441972127883828,0.4710884353741497,0.4922413793103448,0.2272465769186515,0.2213826081823011,0.5067024128686327,0.5404663923182441,0.0430980684893584,0.0625085018616563,10,3,2222,2115,2261.56,2264.56,773,1870,252,683,549,443,545,395,839,141,203,482,1914,780,380,16,11,5,12,4,3,0.0916494528416216,0.1110598862139194,1558.249181232372,1682.5473969679408,4.420454545454545,3.020454545454545,0.5625,3353,32,18,0.5625,0.78125,56.78125,56.0,5.5,0.3333333333333333,0.1875,0.03125,4,0.8587443522316955,0.8498529830219103,0.0088913692097852,66.12125,66.12125,0.4211143695014663,0.4664045013039817,0.2193548387096774,0.0886670581327069,0.1285212937494071,0.5609022556390978,0.3237536656891495,0.2670283759003346,0.3535173642030276,0.6457990115321252,0.2760125201555534,0.6428571428571429,0.4545454545454545,0.5714285714285714,0.7857142857142857,-1.6363636363636365,4.571428571428571,0.1883116883116883,2.4220779220779223,0.8,0.6,11.4,3.7,0.9526353276353275,0.8771391768386186,0.7988380537400145,0.8318303377075689,0.4522900763358778,0.4251893939393939,0.2403846153846154,0.2606882168925964,0.5169491525423728,0.5221606648199446,0.1449059046855279,0.0364174699212644,6,2,1817,1792,2115.88,2108.6,665,1705,106,374,552,373,565,397,784,151,271,582,1703,726,430,14,11,7,9,5,4,0.1537972738953131,0.0453088391310497,1548.7181257716452,1650.2521501445424,4.216991341991342,0.2169913419913419,0.5,1,3234,3353
2010,29,24,0.8275862068965517,15.586206896551724,65.24137931034483,49.6551724137931,18.0,0.5,0.5517241379310345,0.0,10,1.008184840992412,0.7639743644157718,0.24421047657664,64.71172413793104,64.71172413793104,0.4959973315543696,0.5324657780979828,0.1614409606404269,0.0536764705882352,0.1745469207588812,0.4858356940509915,0.4209472981987992,0.2989385284337965,0.4946351931330472,0.7024793388429752,0.2626161877679215,0.8571428571428571,0.7692307692307693,1.0,19.357142857142858,11.692307692307692,14.5,0.0879120879120878,7.664835164835166,1.0,1.0,19.2,18.5,1.0726982959421356,1.0547070605908864,0.7880367336808141,0.7670347596938135,0.5408560311284046,0.5077972709551657,0.2697070001225941,0.2801076614922383,0.574468085106383,0.5875,0.0404510856846814,0.0434618243204327,4,2,1892,1440,1876.64,1884.88,706,1499,75,242,631,343,561,461,680,73,329,495,1360,471,288,14,13,2,12,10,2,0.2846615622613215,0.2876723008970728,1643.2464945213098,1775.4424722070316,36.67817896389326,23.17817896389325,0.25,3246,32,25,0.78125,15.78125,73.90625,58.125,14.0,0.0,0.5,0.03125,11,0.9962425018534744,0.7836990595611285,0.2125434422923459,74.185,74.185,0.4562246963562753,0.5086196514288663,0.2687246963562753,0.07687959299039,0.1542117504297704,0.480440097799511,0.4013157894736842,0.2118858259756015,0.3603174603174603,0.6587637595258256,0.2490140560218424,1.0,0.5,0.6666666666666666,27.764705882352946,1.5833333333333333,4.666666666666667,0.5,26.18137254901961,0.4,0.6,-2.8,5.0,0.8690708252111761,0.9277508728460412,0.8914316125598722,0.84790599242593,0.4089456869009584,0.421979865771812,0.2057613168724279,0.2182115103052145,0.4421052631578947,0.4802721088435374,-0.234904229641042,-0.1326985618722346,1,0,2365,1860,2373.92,2373.36,818,1976,167,531,793,393,503,454,778,136,366,591,1769,806,403,17,12,3,17,6,2,-0.0223607873486961,0.0798448804201112,1619.370861680541,1737.64058483512,23.009191176470587,19.009191176470587,0.8125,0,3251,3246
2010,31,27,0.8709677419354839,12.870967741935484,63.0,50.12903225806452,12.0,0.8333333333333334,0.5483870967741935,0.064516129032258,20,0.9611977321048902,0.7653211985107263,0.1958765335941639,65.54322580645162,65.54322580645162,0.4550327575938058,0.5013245441103993,0.3484216795711733,0.0946601941747572,0.1108090538384256,0.5705882352941176,0.3639070875521143,0.2485431923773525,0.3806509945750452,0.70335339638865,0.2250655004629356,0.9411764705882352,0.7857142857142857,0.0,18.58823529411765,5.928571428571429,0.0,0.1554621848739495,12.65966386554622,0.8,0.9,13.2,20.4,0.98334401024984,1.0166040100250626,0.7771185347607378,0.7030015797788309,0.4375,0.480225988700565,0.2274183215887252,0.2318295739348371,0.5611111111111111,0.5788005578800558,0.0103489418949381,0.1177258966520677,6,5,1953,1554,2031.84,2030.52,680,1679,168,585,611,388,505,421,818,156,225,457,1648,685,345,17,14,0,16,11,0,0.206225475489102,0.3136024302462317,1655.8690254552555,1761.1145735799005,24.51680672268908,24.51680672268908,0.4375,3261,29,20,0.6896551724137931,17.24137931034483,69.37931034482759,52.13793103448276,17.0,0.2,0.5517241379310345,0.1379310344827586,9,1.0230022981960178,0.7637443678904088,0.259257930305609,67.81931034482758,67.81931034482758,0.4516313680595306,0.499811204515193,0.209502003434459,0.0741222366710013,0.1348675570282666,0.5808219178082191,0.3457355466514024,0.1825337102645976,0.3655234657039711,0.7115384615384616,0.2131614571757622,0.75,0.6666666666666666,0.0,23.5625,10.416666666666666,-2.0,0.0833333333333333,13.145833333333334,0.6,0.6,10.2,14.8,1.0252666328085325,1.0356886657101865,0.8634920634920635,0.8145026303204208,0.4642857142857143,0.4591503267973856,0.1777552056881665,0.1629005260640841,0.5162241887905604,0.5185185185185185,-0.0974833609891403,-0.0380718949158433,5,1,2012,1512,1966.76,1979.72,730,1747,118,366,604,424,359,405,740,114,267,422,1538,703,300,16,12,1,12,8,0,0.1617745693164687,0.2211860353897656,1574.5846097195167,1726.6186261234711,26.31597222222222,28.31597222222222,0.625,0,3216,3261
