Season,TeamID,total_games,wins,win_percentage,avg_points_diff,avg_points_scored,avg_points_allowed,median_points_diff,close_game_winrate,blowout_rate,overtime_rate,longest_win_streak,offensive_eff,defensive_eff,net_rating,possessions,tempo,eff_field_goal_percentage,true_shooting_percentage,three_points_attempt_rate,block_rate,steal_rate,assist_rate,free_throws_rate,turnover_percentage,offensive_rebound_percentage,def_reb_perc,foul_rate,home_win_pct,away_win_pct,neutral_win_pct,home_point_diff,away_point_diff,neutral_point_diff,home_away_win_pct_delta,home_away_point_diff_delta,win_pct_last5,win_pct_last10,point_diff_last5,point_diff_last10,off_rating_last5,off_rating_last10,def_rating_last5,def_rating_last10,eFG_last5,eFG_last10,topct_last5,topct_last10,rebound_pct_last5,rebound_pct_last10,trend_last5,trend_last10,close_games,close_game_wins,total_pts,total_pa,total_poss,total_opp_poss,total_fgm,total_fga,total_fgm3,total_fga3,total_fta,total_ast,total_to,total_or,total_dr,total_blk,total_stl,total_pf,total_opp_fga,total_opp_dr,total_opp_or,home_games,away_games,neutral_games,home_wins,away_wins,neutral_wins,net_rating_last5,net_rating_last10,recent_elo,recent_elo_mov,neutral_point_diff_smothered,neutral_win_pct_smothered
2010,3102,28,1,0.03571428571428571,-19.964285714285715,51.82142857142857,71.78571428571429,-19.5,0.0,0.75,0.0,1,0.8070975636889531,1.112661086754351,-0.3055635230653978,64.20714285714286,64.20714285714286,0.4032258064516129,0.4394838866004362,0.3024193548387097,0.011399620012666244,0.09355210132412205,0.5354477611940298,0.24865591397849462,0.27589275781510736,0.34316617502458213,0.6037527593818984,0.23194278375625527,0.07142857142857142,0.0,0.0,-14.214285714285714,-25.416666666666668,-27.5,0.07142857142857142,11.202380952380954,0.0,0.0,-24.8,-25.2,0.8474013026718065,0.793015059275873,1.2616511318242345,1.2023564254442443,0.4123134328358209,0.39697542533081287,0.24258939252957595,0.2723486062159564,0.41914191419141916,0.45023696682464454,-0.10868630608703023,-0.10377784310297344,2,0,1451,2010,1797.8,1806.48,536,1488,128,450,370,287,496,349,547,18,169,419,1579,668,359,14,12,2,1,0,0,-0.41424982915242803,-0.40934136616837125,1307.3214128682894,1165.8109784528542,-55.807823129251695,-28.3078231292517
2010,3103,30,17,0.5666666666666667,2.6,62.233333333333334,59.63333333333333,4.0,0.4,0.26666666666666666,0.03333333333333333,5,0.9157706796421283,0.8728532396565184,0.04291743998560993,67.95733333333334,67.95733333333334,0.4378769601930036,0.4870299261237948,0.2255729794933655,0.043662825955124315,0.11758391881342702,0.6041979010494752,0.3546441495778046,0.2687961073614817,0.39664804469273746,0.6335125448028673,0.2566354410616706,0.8461538461538461,0.3333333333333333,0.5,9.923076923076923,-5.4,15.0,0.5128205128205128,15.323076923076924,0.6,0.6,5.2,4.1,0.9968199608610568,0.9606615188180215,0.9039411835603228,0.8899530177087097,0.5038610038610039,0.48377862595419846,0.26602250489236795,0.26600595853347114,0.5432835820895522,0.5117647058823529,0.04996133731512409,0.027791061123701888,5,2,1867,1789,2038.72,2049.6,667,1658,118,374,588,403,548,426,707,72,241,526,1649,648,409,13,15,2,11,5,1,0.09287877730073402,0.07070850110931182,1542.4765705308912,1596.1697705517581,18.23076923076923,3.730769230769231
2010,3104,29,11,0.3793103448275862,-2.8620689655172415,64.13793103448276,67.0,-6.0,0.5714285714285714,0.3103448275862069,0.10344827586206896,2,0.8646015395485478,0.9031832211520582,-0.03858168160351039,74.18206896551725,74.18206896551725,0.4330927262631871,0.46147433607240684,0.23709050527484732,0.04873853211009174,0.09947566100182216,0.5299860529986054,0.27040533037201553,0.25845078278978095,0.35353535353535354,0.6356720202874049,0.27518500613588187,0.5,0.26666666666666666,0.5,3.8333333333333335,-8.333333333333334,-2.0,0.23333333333333334,12.166666666666668,0.4,0.3,-4.4,-12.8,0.8485077039112164,0.7853476174534091,0.9158604196108272,0.9671910867252674,0.46830985915492956,0.4219298245614035,0.3016916280573214,0.2789867202321169,0.4987146529562982,0.46608040201005024,-0.02877103409610038,-0.14326178766834796,7,4,1860,1943,2151.28,2151.28,717,1801,126,427,487,380,556,420,752,85,214,592,1744,768,431,12,15,2,6,4,1,-0.06735271569961077,-0.18184346927185835,1464.6822171672998,1453.0038110496994,-5.214285714285714,-2.7142857142857144
2010,3105,27,14,0.5185185185185185,-3.962962962962963,60.77777777777778,64.74074074074075,2.0,0.75,0.25925925925925924,0.0,5,0.8333841184715705,0.8817594834543987,-0.04837536498282824,72.92888888888889,72.92888888888889,0.4304442825928623,0.4936585483249904,0.19446467589220684,0.08950418544752092,0.11955205811138014,0.4781818181818182,0.4785142024763292,0.34330753448310886,0.3908898305084746,0.6061479346781941,0.26079499596448746,0.6363636363636364,0.42857142857142855,0.5,1.8181818181818181,-8.714285714285714,-2.5,0.2077922077922078,10.532467532467532,0.4,0.6,-6.8,-3.7,0.7893209518282066,0.834869045624616,0.8808290155440414,0.8656887337768568,0.3951965065502183,0.4369834710743802,0.3453279164248404,0.33227229575026523,0.48556430446194226,0.48598130841121495,-0.043132698733006514,0.01755567683058734,8,6,1641,1748,1969.08,1982.4,550,1373,82,267,657,263,676,369,631,139,237,517,1553,575,410,11,14,2,7,6,1,-0.09150806371583475,-0.0308196881522409,1505.1029963213975,1441.4324442680268,-7.425788497217068,-4.425788497217067
2010,3106,29,12,0.41379310344827586,-2.2758620689655173,55.13793103448276,57.41379310344828,-2.0,0.5454545454545454,0.1724137931034483,0.034482758620689655,4,0.8030172154034672,0.8400096865981879,-0.03699247119472071,68.66344827586207,68.66344827586207,0.3734547820429408,0.43374709750222434,0.180871828236825,0.08843537414965986,0.11755090509151818,0.6224299065420561,0.4528301886792453,0.29278238685442237,0.3904847396768402,0.6666666666666666,0.32288660625996407,0.5833333333333334,0.2,1.0,3.1666666666666665,-7.6,5.0,0.38333333333333336,10.766666666666666,0.8,0.5,7.0,2.2,0.9295627127520294,0.8429288455860644,0.8039519566059666,0.817402179739146,0.4318181818181818,0.4165067178502879,0.2618486514794449,0.3218187186300561,0.5395894428152492,0.5607734806629834,0.16260322734078347,0.06251913704163914,11,6,1599,1665,1991.24,1982.12,535,1537,78,278,696,333,583,435,718,130,233,640,1470,679,359,12,15,2,7,3,2,0.12561075614606276,0.025526665846918428,1476.2120067747137,1452.9923527501542,1.833333333333333,-2.166666666666667
2010,3107,30,11,0.36666666666666664,-5.4,56.4,61.8,-5.0,0.4,0.26666666666666666,0.1,3,0.8016070041122628,0.8828066967601852,-0.08119969264792237,70.35866666666668,70.35866666666668,0.3717805151175812,0.4145514416197887,0.2620380739081747,0.05272407732864675,0.13427804125478546,0.4748322147651007,0.32418812989921614,0.24019784343080214,0.3333333333333333,0.63668430335097,0.23141534769441746,0.4666666666666667,0.2857142857142857,0.0,2.8666666666666667,-12.857142857142858,-25.0,0.18095238095238098,15.723809523809525,0.4,0.4,-7.0,-3.2,0.7774975984630161,0.8412894860914663,0.8924235065565808,0.8916425149346423,0.34532374100719426,0.3811965811965812,0.23715177713736788,0.22984441301272984,0.47368421052631576,0.4844124700239808,-0.03372621544564225,0.03084666380474632,10,4,1692,1854,2110.76,2100.12,596,1786,136,468,579,283,507,437,722,90,282,486,1707,874,412,15,14,1,7,4,0,-0.11492590809356462,-0.05035302884317605,1436.6134410879813,1387.7274066648486,-33.32539682539682,-8.325396825396826
2010,3108,28,8,0.2857142857142857,-9.928571428571429,60.357142857142854,70.28571428571429,-10.5,0.6,0.42857142857142855,0.03571428571428571,3,0.787056873009072,0.929389096679134,-0.14233222367006204,76.68714285714286,76.68714285714286,0.3773529411764706,0.4258557432568641,0.23941176470588235,0.021364576154376293,0.15159242887906607,0.5094664371772806,0.38,0.26778562247350085,0.33742833742833744,0.5822368421052632,0.30224035664362087,0.7,0.058823529411764705,0.0,4.1,-18.58823529411765,-3.0,0.6411764705882352,22.688235294117646,0.4,0.3,-2.6,-2.9,0.8437562040897358,0.8323105247008286,0.8874698310539019,0.887450407183128,0.3888888888888889,0.39074960127591707,0.2680166765932102,0.25825917970747675,0.4792176039119804,0.44549125168236875,0.09861859670589601,0.08719234118776265,5,3,1690,1968,2147.2400000000002,2117.52,581,1700,121,407,646,296,575,412,531,31,321,640,1451,809,381,10,17,1,7,1,0,-0.04371362696416603,-0.055139882482299396,1428.9024153746057,1351.9574146977457,-15.07352941176471,-12.073529411764708
2010,3110,21,13,0.6190476190476191,6.0476190476190474,60.42857142857143,54.38095238095238,10.0,0.4,0.42857142857142855,0.047619047619047616,5,0.9503340023365187,0.8544067035762382,0.0959272987602805,63.586666666666666,63.586666666666666,0.44346289752650175,0.4928844420967592,0.2835689045936396,0.0738073807380738,0.12494388747568456,0.5320088300220751,0.3118374558303887,0.23889404786867569,0.3717421124828532,0.6536912751677852,0.22893909920694297,0.75,0.5384615384615384,0.75,10.5,1.8461538461538463,15.25,0.21153846153846156,8.653846153846153,0.8,0.8,14.4,13.0,1.0291427077888133,1.0032287822878228,0.8072017007706617,0.7978546205609968,0.44776119402985076,0.43884892086330934,0.21889702038682698,0.20426989984185553,0.5609065155807366,0.5371428571428571,0.12601370825787117,0.10944686296654549,5,2,1269,1142,1335.32,1336.6000000000001,453,1132,98,321,353,241,319,271,487,82,167,306,1111,458,258,4,13,4,3,7,3,0.22194100701815167,0.205374161726826,1574.6755956972672,1661.6164361118756,22.10897435897436,7.6089743589743595
2010,3111,31,19,0.6129032258064516,2.5806451612903225,66.41935483870968,63.83870967741935,5.0,0.6666666666666666,0.3548387096774194,0.06451612903225806,7,0.9036250329149478,0.8755552409435998,0.028069791971347957,73.50322580645161,73.50322580645161,0.46936008676789587,0.49719887955182074,0.20824295010845986,0.11008174386920981,0.1362663032898579,0.6182728410513142,0.27928416485900215,0.28877380847889056,0.39198606271777003,0.6703470031545742,0.2747447218928628,0.6,0.6428571428571429,0.5,4.066666666666666,2.0714285714285716,-5.0,-0.04285714285714293,1.9952380952380948,0.6,0.7,6.2,9.0,0.989042675893887,0.9684054162143633,0.9005888465535156,0.837654567211807,0.4602649006622517,0.46560402684563756,0.22491349480968859,0.25281380334799747,0.5753424657534246,0.5720053835800808,0.060384037369023424,0.10268105703120833,9,6,2059,1979,2278.6,2260.28,799,1844,133,384,515,494,658,450,850,202,308,621,1835,698,418,15,14,2,9,9,1,0.08845382934037138,0.1307508490025563,1554.800963219255,1606.6842107253758,-0.6156462585034012,4.884353741496599
2010,3112,31,14,0.45161290322580644,-1.096774193548387,65.41935483870968,66.51612903225806,-3.0,0.6,0.41935483870967744,0.06451612903225806,3,0.9170992891123853,0.9342322260280179,-0.01713293691563267,71.33290322580646,71.33290322580646,0.46260623229461756,0.5021492383574668,0.2753541076487252,0.04641775983854692,0.1028470976277207,0.5020242914979757,0.3274787535410765,0.25550350017184303,0.3381686310063463,0.6276021588280648,0.2179271099512496,0.5714285714285714,0.26666666666666666,1.0,5.285714285714286,-8.933333333333334,13.0,0.30476190476190473,14.219047619047618,0.2,0.3,-11.2,-6.0,0.7955724662746455,0.8387430344114437,0.9704197357652286,0.935122262879712,0.3904109589041096,0.41740674955595025,0.25077827741266,0.2556442810363647,0.4961038961038961,0.49540078843626806,-0.15771433257495038,-0.07924629155263563,5,3,2028,2062,2211.32,2207.16,741,1765,151,486,578,372,565,373,814,92,227,481,1982,730,483,14,15,2,8,4,2,-0.17484726949058305,-0.0963792284682683,1484.2421669792373,1490.770325966507,10.39455782312925,-1.6054421768707487
2010,3113,30,17,0.5666666666666667,2.8333333333333335,62.56666666666667,59.733333333333334,5.0,0.375,0.2,0.03333333333333333,5,0.9070787906904816,0.8612568967837438,0.04582189390673774,68.97600000000001,68.97600000000001,0.4417828987265009,0.4892403611568697,0.17283201940570042,0.07929515418502203,0.13072649326181826,0.5778748180494906,0.3711340206185567,0.2817405087759994,0.4056338028169014,0.665692007797271,0.2677009439221793,0.7142857142857143,0.46153846153846156,0.3333333333333333,5.642857142857143,0.5384615384615384,-0.3333333333333333,0.25274725274725274,5.104395604395605,0.2,0.4,-7.2,-1.4,0.7635150947811841,0.8729876893939393,0.8815148996794492,0.8911709159584513,0.37593984962406013,0.43289224952741023,0.30131055464544815,0.28557054924242425,0.49142857142857144,0.49702380952380953,-0.16382169880500286,-0.06400512047124973,8,3,1877,1792,2069.28,2080.68,687,1649,83,285,612,397,583,432,683,126,272,557,1589,633,343,14,13,3,10,6,1,-0.11799980489826511,-0.01818322656451199,1530.0520668194856,1576.563499301768,3.529990842490843,4.196657509157509
2010,3114,32,26,0.8125,14.4375,66.84375,52.40625,14.5,0.0,0.5625,0.03125,21,1.0232687192636674,0.8027610768582698,0.22050764240539755,65.32375,65.32375,0.47936158503026965,0.5173264453215695,0.19372592184920198,0.04704386522568341,0.1388197449546203,0.6049079754601226,0.3131535498073748,0.18752750722363612,0.335149863760218,0.7077363896848138,0.2560984950024892,0.8823529411764706,0.8461538461538461,0.0,20.235294117647058,10.461538461538462,-9.0,0.03619909502262442,9.773755656108596,0.8,0.9,16.8,15.2,1.057336621454994,1.028573180452511,0.7984954988284622,0.8024615004020037,0.4683333333333333,0.4557823129251701,0.16029593094944514,0.16861855417254276,0.5270655270655271,0.5281385281385281,0.03833348022113425,0.0056040376451096385,2,0,2139,1677,2090.36,2089.04,815,1817,112,352,569,493,392,369,741,74,290,535,1573,732,306,17,13,2,15,11,0,0.2588411226265318,0.2261116800505072,1633.2796354198204,1755.2159795256707,12.926308985132513,21.926308985132515
